page,sl_no,ministry,sector,project_name,agency,project_code,legacy_ocms_code,pmgid,state,date_of_approval,start_date,original_target_doc,revised_doc,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct
61,135,Ministry of Coal,Coal,ITAPARA OCP,Eastern Coal Fields Limited [ECL],612816,-,-,West Bengal,12/2023,12/2023,03/2030,-,929.1,929.1,132.43,8.41
61,136,Ministry of Coal,Coal,SHYAMSUNDARPUR UG INCLUDING SA,ECL - CIL,613793,-,-,West Bengal,04/2020,04/2020,03/2026,03/2028,483.65,483.65,96.8,16.79
61,137,Ministry of Coal,Coal,PARASEA-BELBAID UG PROJECT,ECL - CIL,613794,-,-,West Bengal,01/2023,01/2023,03/2028,-,389.1,389.1,132.48,22.26
61,138,Ministry of Coal,Coal,PARASCOLE JAMBAD OCP,ECL - CIL,616230,-,-,West Bengal,11/2024,11/2024,03/2037,-,1193.55,1193.55,11.81,0.23
61,139,Ministry of Coal,Electricity Generation,50 MW Wind Power Project,NLC India Limited,617299,-,-,Gujarat,07/2022,01/2024,06/2025,12/2026,383.84,383.84,333.34,52.0
61,140,Ministry of Coal,Electricity Generation,600 MW Khavda Solar Power Project,NLC India Limited [NLCIL],617730,-,-,Gujarat,08/2023,06/2024,06/2026,12/2026,3335.85,3335.85,2122.95,62.0
61,141,Ministry of Coal,Electricity Generation,200 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],618991,-,-,Gujarat,07/2022,03/2024,12/2026,-,1221.41,1221.41,71.51,0.0
61,142,Ministry of Coal,Electricity Generation,100 MW SPP part of SECI 150 MW Hybrid,NLC India Limited [NLCIL],618992,-,-,Gujarat,07/2022,04/2024,12/2026,-,480.68,480.68,2.75,1.2
61,143,Ministry of Coal,Electricity Generation,NLC Talabira Thermal Power Project,NLC India Limited,400231,-,-,Odisha,01/2017,01/2024,03/2030,-,27212.96,27212.96,3574.21,4.1
61,144,Ministry of Coal,Electricity Generation,810 MW Solar Power Project - Rajasthan,NLC India Limited [NLCIL],618981,-,-,Rajasthan,10/2024,09/2025,03/2028,-,4147.07,4147.07,249.95,0.0
61,145,Ministry of Coal,Railways,Dharamjaigarh-Korba,Railway,400203,-,-,Chhattisgarh,05/2018,03/2017,12/2026,08/2026,1686.22,2438.53,792.73,43.7
61,146,Ministry of Coal,Railways,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],Ministry of Coal,400416,-,-,Jharkhand,02/2018,05/2022,06/2025,06/2027,1799.64,2564.34,1784.77,72.0
61,147,Ministry of Power,Coal,Tubed Coal Mine,Damodar Valley Corporation,400192,-,-,Jharkhand,07/2016,10/2016,05/2026,12/2026,1581.0,1581.0,624.86,37.0
61,148,Ministry of Power,Coal,Badam Coal Mining project of NTPC,National Thermal Power Corporation [NTPC],603293,-,-,Jharkhand,02/2019,09/2019,12/2056,04/2027,502.0,784.0,438.57,67.86
61,149,Ministry of Power,Electricity Generation,Dibang Multipurpose Project,National Hydroelectric Power Corporation Limited [NHPC],602182,-,-,Arunachal Pradesh,02/2023,02/2023,02/2032,02/2032,31876.39,31876.39,4921.36,17.93
61,150,Ministry of Power,Electricity Generation,240MW Heo HE Project,North Eastern Electric Power Corporation Limited,611698,-,-,Arunachal Pradesh,12/2024,05/2025,07/2029,-,1938.85,1938.85,106.28,6.58
62,151,Ministry of Power,Electricity Generation,186 MW Tato-I H E Project,North Eastern Electric Power Corporation Limited,611699,-,-,Arunachal Pradesh,12/2024,05/2025,07/2029,-,1750.07,1750.07,79.45,5.6
62,152,Ministry of Power,Electricity Generation,700 MW Tato-II HE Project,North Eastern Electric Power Corporation Limited,611716,-,-,Arunachal Pradesh,09/2025,09/2025,09/2031,-,8146.21,8146.21,253.97,6.59
62,153,Ministry of Power,Electricity Generation,Kalai-II Hydro Electric Project [1200 MW],THDC India Limited,619311,-,-,Arunachal Pradesh,04/2026,04/2026,10/2032,-,14105.83,14105.83,189.68,0.0
62,154,Ministry of Power,Electricity Generation,Buxar Thermal Power Project [1320 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602579,-,-,Bihar,03/2019,06/2019,01/2024,05/2026,10439.09,13756.56,13731.77,95.01
62,155,Ministry of Power,Electricity Generation,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]",National Thermal Power Corporation [NTPC],619051,-,-,Bihar,11/2024,03/2025,07/2030,07/2030,29948.0,29948.0,3422.25,15.0
62,156,Ministry of Power,Electricity Generation,Lara Super Thermal Power Project Stage-II [2 x 800 MW],National Thermal Power Corporation [NTPC],611930,-,-,Chhattisgarh,08/2023,08/2023,06/2028,11/2028,15530.0,16106.0,5472.13,33.5
62,157,Ministry of Power,Electricity Generation,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]",National Thermal Power Corporation [NTPC],617188,-,-,Chhattisgarh,09/2024,09/2024,09/2029,11/2029,9791.0,9791.0,1910.55,22.31
62,158,Ministry of Power,Electricity Generation,Bagodara Solar Power Project,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,709747,-,-,Gujarat,03/2021,05/2021,12/2025,12/2025,339.35,339.35,370.0,51.86
62,159,Ministry of Power,Electricity Generation,Dhaulasidh Hydro Electric Project [66 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602582,-,-,Himachal Pradesh,10/2020,05/2021,11/2025,03/2027,687.97,1763.31,1275.68,80.69
62,160,Ministry of Power,Electricity Generation,Luhri Stage-I Hydro Electric Project [210 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602593,-,-,Himachal Pradesh,11/2020,11/2020,01/2026,05/2030,1810.56,4345.31,1980.59,52.13
62,161,Ministry of Power,Electricity Generation,Sunni Dam Hydro Electric Project [382 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,611586,-,-,Himachal Pradesh,01/2023,01/2023,04/2028,12/2029,2614.51,4555.49,1152.21,34.66
62,162,Ministry of Power,Electricity Generation,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",National Hydroelectric Power Corporation Limited [NHPC],602525,-,-,"Jammu and
Kashmir",10/2014,02/2018,04/2020,12/2026,8112.12,12728.0,9313.54,82.05
62,163,Ministry of Power,Electricity Generation,Kiru HE Project,National Hydroelectric Power Corporation Limited [NHPC],602532,-,-,"Jammu and
Kashmir",03/2019,02/2020,09/2023,12/2026,4287.59,5409.0,3948.67,87.0
62,164,Ministry of Power,Electricity Generation,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",National Hydroelectric Power Corporation Limited [NHPC],602535,-,-,"Jammu and
Kashmir",02/2021,01/2022,02/2026,11/2028,5281.94,5281.94,1645.11,31.53
62,165,Ministry of Power,Electricity Generation,Kwar HE Project,National Hydroelectric Power Corporation Limited [NHPC],605155,-,-,"Jammu and
Kashmir",05/2022,11/2022,11/2026,03/2028,4526.12,4526.12,1701.47,36.52
62,166,Ministry of Power,Electricity Generation,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],National Thermal Power Corporation [NTPC],400261,-,-,Jharkhand,11/2017,11/2017,03/2023,04/2027,18668.0,20302.0,19735.72,92.0
62,167,Ministry of Power,Electricity Generation,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",Damodar Valley Corporation,611509,-,-,Jharkhand,04/2023,11/2024,07/2029,-,14358.0,14358.0,2229.31,14.3
62,168,Ministry of Power,Electricity Generation,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]",National Thermal Power Corporation [NTPC],618976,-,-,Madhya Pradesh,11/2024,05/2025,03/2030,03/2030,20446.0,20446.0,2329.76,11.5
62,169,Ministry of Power,Electricity Generation,Subansiri Lower HE Project [2000 MW],National Hydroelectric Power Corporation Limited [NHPC],602096,-,-,"Multi-States
(Arunachal
Pradesh, Assam)",09/2003,01/2005,09/2010,03/2027,6285.33,26075.54,26448.07,97.98
62,170,Ministry of Power,Electricity Generation,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,National Thermal Power Corporation [NTPC],602961,-,-,Odisha,08/2022,09/2022,05/2027,05/2028,11843.75,12543.0,7031.31,55.0
62,171,Ministry of Power,Electricity Generation,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]",National Thermal Power Corporation [NTPC],619056,-,-,Odisha,11/2025,11/2025,01/2031,05/2031,11131.0,11131.0,566.2,2.7
62,172,Ministry of Power,Electricity Generation,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",National Hydroelectric Power Corporation Limited [NHPC],602181,-,-,Sikkim,03/2019,03/2020,03/2024,09/2029,5748.04,5748.04,4572.68,73.78
63,173,Ministry of Power,Electricity Generation,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT,National Hydroelectric Power Corporation Limited [NHPC],605156,-,-,Sikkim,03/2021,08/2021,05/2024,11/2026,938.29,1828.11,1718.16,97.56
63,174,Ministry of Power,Electricity Generation,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]",National Thermal Power Corporation [NTPC],619341,-,-,Telangana,03/2026,03/2026,01/2032,-,29344.85,29344.85,732.96,0.97
63,175,Ministry of Power,Electricity Generation,"Meja Thermal Power Project, Stage-II , (3x800 MW)",National Thermal Power Corporation [NTPC],298178,-,-,Uttar Pradesh,06/2026,06/2026,12/2032,-,38358.0,38358.0,1002.73,0.02
63,176,Ministry of Power,Electricity Generation,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",National Thermal Power Corporation [NTPC],612142,-,-,Uttar Pradesh,03/2024,03/2024,02/2030,04/2030,17195.0,17195.0,3840.48,25.0
63,177,Ministry of Power,Electricity Generation,Tapovan-Vishnugad HEP [4x130 MW],National Thermal Power Corporation [NTPC],602185,-,-,Uttarakhand,11/2006,11/2006,03/2013,07/2029,2978.0,10907.3,7827.81,76.07
63,178,Ministry of Power,Electricity Generation,Vishnugad Pipalkoti Hydro Electric Project [444 MW],THDC India Limited,602195,-,-,Uttarakhand,08/2008,01/2014,12/2022,06/2028,3860.35,6405.08,5832.69,81.5
63,179,Ministry of Power,Electricity Generation,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",Damodar Valley Corporation,400062,-,-,West Bengal,01/2023,02/2025,08/2029,-,17673.0,17673.0,2268.62,13.0
63,180,Ministry of Power,Electricity Generation,Rammam-III HEPP [3x40 MW],National Thermal Power Corporation [NTPC],602184,-,-,West Bengal,09/2014,09/2014,09/2019,09/2029,1381.84,2865.56,1690.73,57.86
63,181,Ministry of Power,Electricity Generation,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,Damodar Valley Corporation,602538,-,-,West Bengal,06/2019,02/2021,01/2024,09/2026,1037.0,1106.0,1143.06,97.0
63,182,Ministry of Power,Transmission & Distribution,Transmission system strengthening at Kurnool- III PS for integration of additional RE generation projects [POWERGRID Kurnool III PS RE Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617183,-,-,Andhra Pradesh,03/2025,03/2025,12/2027,-,2886.0,2886.0,894.66,43.89
63,183,Ministry of Power,Transmission & Distribution,North Eastern Region Expansion Scheme-XXIII [NERES-XXIII],Power Grid Corporation of India Limited [POWERGRID],617375,-,-,Arunachal Pradesh,08/2025,08/2025,02/2028,-,209.38,209.38,3.14,3.89
63,184,Ministry of Power,Transmission & Distribution,Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under phase-III Part-D Phase-II,Power Grid Corporation of India Limited [POWERGRID],615336,-,-,Delhi,11/2023,10/2024,02/2026,12/2026,284.0,284.0,90.88,45.94
63,185,Ministry of Power,Transmission & Distribution,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],612139,-,-,Gujarat,12/2023,12/2023,12/2025,12/2026,4231.0,4231.0,3175.79,72.12
63,186,Ministry of Power,Transmission & Distribution,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,Power Grid Corporation of India Limited [POWERGRID],612855,-,-,Gujarat,05/2024,05/2024,05/2026,09/2026,697.0,697.0,592.45,82.0
63,187,Ministry of Power,Transmission & Distribution,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615342,-,-,Gujarat,10/2024,10/2024,07/2026,04/2027,329.0,329.0,72.38,33.0
63,188,Ministry of Power,Transmission & Distribution,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],Power Grid Corporation of India Limited [POWERGRID],615343,-,-,Gujarat,11/2024,11/2024,11/2026,-,501.0,501.0,26.45,8.67
63,189,Ministry of Power,Transmission & Distribution,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615345,-,-,Gujarat,10/2024,10/2024,10/2026,10/2027,4766.0,4766.0,2144.7,38.26
63,190,Ministry of Power,Transmission & Distribution,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617069,-,-,Gujarat,02/2025,02/2025,02/2027,-,466.0,466.0,154.9,37.0
63,191,Ministry of Power,Transmission & Distribution,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha Transco Limited],Power Grid Corporation of India Limited [POWERGRID],617182,-,-,Gujarat,03/2025,03/2025,03/2027,-,172.0,172.0,61.92,42.0
64,192,Ministry of Power,Transmission & Distribution,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],Power Grid Corporation of India Limited [POWERGRID],617391,-,-,Gujarat,02/2025,02/2025,11/2026,06/2027,488.29,488.29,14.64,7.2
64,193,Ministry of Power,Transmission & Distribution,Jamnagar Transmission Limited,Adani Transmission Limited,617405,-,-,Gujarat,10/2024,10/2024,10/2026,09/2027,4000.0,4000.0,698.0,24.0
64,194,Ministry of Power,Transmission & Distribution,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,Power Grid Corporation of India Limited [POWERGRID],617801,-,-,Gujarat,03/2025,03/2025,12/2026,06/2027,581.74,581.74,17.45,7.2
64,195,Ministry of Power,Transmission & Distribution,KPSIII HVDC Transmission Limited,Adani Transmission Limited,619026,-,-,Gujarat,12/2025,12/2025,12/2029,-,19000.0,19000.0,20.0,1.0
64,196,Ministry of Power,Transmission & Distribution,Transmission System for Reliable Power Supply to Dholera,Power Grid Corporation of India Limited [POWERGRID],619029,-,-,Gujarat,09/2024,09/2024,03/2026,12/2026,319.42,319.42,70.27,35.2
64,197,Ministry of Power,Transmission & Distribution,Khavda IVA Power Transmission Limited,Adani Transmission Limited,619049,-,-,Gujarat,08/2024,08/2024,08/2026,03/2027,4500.0,4500.0,2772.7,70.0
64,198,Ministry of Power,Transmission & Distribution,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Power Grid Corporation of India Limited [POWERGRID],617179,-,-,"Jammu and
Kashmir",07/2024,07/2024,07/2026,06/2027,218.6,218.6,3.72,1.7
64,199,Ministry of Power,Transmission & Distribution,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,Power Grid Corporation of India Limited [POWERGRID],617326,-,-,Jharkhand,02/2012,02/2012,03/2026,06/2027,1842.25,1842.25,1648.05,96.4
64,200,Ministry of Power,Transmission & Distribution,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],612140,-,-,Karnataka,12/2023,12/2023,12/2025,09/2026,4445.0,4445.0,4089.4,95.95
64,201,Ministry of Power,Transmission & Distribution,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],616672,-,-,Karnataka,01/2025,01/2025,06/2027,-,1354.0,1354.0,338.5,38.07
64,202,Ministry of Power,Transmission & Distribution,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]",Power Grid Corporation of India Limited [POWERGRID],617068,-,-,Karnataka,02/2025,02/2025,06/2027,-,288.0,288.0,28.8,18.75
64,203,Ministry of Power,Transmission & Distribution,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617184,-,-,Karnataka,03/2025,03/2025,09/2027,-,3453.0,3453.0,552.48,23.01
64,204,Ministry of Power,Transmission & Distribution,Transmission System Strengthening at Davanagere for Integration of RE Generation [SPV Name - POWERGRID Davanagere Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617803,-,-,Karnataka,09/2025,09/2025,09/2027,-,379.0,379.0,17.06,2.5
64,205,Ministry of Power,Transmission & Distribution,Transmission System Strengthening for integration of additional RE Potential at Davanagere [0.25 GW] and Bellary [2.75 GW],Power Grid Corporation of India Limited [POWERGRID],619228,-,-,Karnataka,02/2026,02/2026,02/2028,-,1111.0,1111.0,22.22,1.0
64,206,Ministry of Power,Transmission & Distribution,Augmentation of 1x500 MVA 400/220kV ICT [3rd] at Thrissur VSC HVDC Station in Kerala,Power Grid Corporation of India Limited [POWERGRID],619028,-,-,Kerala,08/2025,08/2025,08/2027,12/2027,173.14,173.14,2.08,1.5
64,207,Ministry of Power,Transmission & Distribution,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],615344,-,-,Madhya Pradesh,10/2024,10/2024,10/2026,06/2027,3674.0,3674.0,1673.14,47.9
64,208,Ministry of Power,Transmission & Distribution,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615346,-,-,Madhya Pradesh,08/2024,08/2024,08/2026,02/2027,2708.0,2708.0,1624.8,72.39
64,209,Ministry of Power,Transmission & Distribution,Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at Hindalco Switchyard,Power Grid Corporation of India Limited [POWERGRID],617272,-,-,Madhya Pradesh,06/2024,06/2024,12/2026,-,370.0,370.0,148.0,55.26
65,210,Ministry of Power,Transmission & Distribution,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617279,-,-,Madhya Pradesh,06/2025,06/2025,12/2027,-,558.0,558.0,180.9,18.47
65,211,Ministry of Power,Transmission & Distribution,Augmentation of Transformation Capacity and Implementation of Line Bays at Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617802,-,-,Madhya Pradesh,10/2025,10/2025,03/2028,-,319.0,319.0,17.23,4.8
65,212,Ministry of Power,Transmission & Distribution,Mahan Transmission Limited,Adani Transmission Limited,619024,-,-,Madhya Pradesh,03/2025,03/2025,04/2027,-,3125.32,3125.32,542.79,30.0
65,213,Ministry of Power,Transmission & Distribution,WRNES Talegaon Power Transmission Limited,Adani Transmission Limited,619027,-,-,Maharashtra,05/2025,05/2025,01/2028,-,2000.0,2000.0,25.0,5.0
65,214,Ministry of Power,Transmission & Distribution,Network Expansion Scheme in Maharashtra for removal of Transmission constraints in Pune Region-I [765/400kV AIS Pune East],Power Grid Corporation of India Limited [POWERGRID],619227,-,-,Maharashtra,03/2026,03/2026,03/2028,-,1420.0,1420.0,38.9,3.92
65,215,Ministry of Power,Transmission & Distribution,Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW] [POWERGRID Kurnool-IV Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617185,-,-,"Multi-States
(Andhra Pradesh,
Karnataka)",03/2025,03/2025,03/2027,09/2027,5550.0,5550.0,1776.0,28.77
65,216,Ministry of Power,Transmission & Distribution,Transmission System for Integration of Ananthapur 2 REZ Phase 1 for 4.5 GW. SPV Name Anantapuram 2 REZ Transmission Ltd,Sterlite Power,617806,-,-,"Multi-States
(Andhra Pradesh,
Karnataka)",08/2024,03/2025,03/2027,-,4535.99,4535.99,1207.57,64.0
65,217,Ministry of Power,Transmission & Distribution,Inter-Regional Strengthening between SR Grid and ER Grid,Power Grid Corporation of India Limited [POWERGRID],619030,-,-,"Multi-States
(Andhra Pradesh,
Odisha)",02/2026,02/2026,08/2028,-,2722.5,2722.5,190.57,3.0
65,218,Ministry of Power,Transmission & Distribution,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim,Power Grid Corporation of India Limited [POWERGRID],602223,-,-,"Multi-States
(Arunachal
Pradesh, Sikkim)",10/2014,10/2014,12/2018,03/2027,4754.42,9129.32,8141.52,83.9
65,219,Ministry of Power,Transmission & Distribution,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP],Power Grid Corporation of India Limited [POWERGRID],607709,-,-,"Multi-States
(Assam, Manipur,
Meghalaya,
Mizoram,
Nagaland, Tripura)",12/2014,03/2016,12/2018,03/2027,5111.33,6700.0,5577.75,99.2
65,220,Ministry of Power,Transmission & Distribution,Eastern Region Expansion Scheme-43 [ERES-43],Power Grid Corporation of India Limited [POWERGRID],617271,-,-,"Multi-States
(Bihar, Odisha,
West Bengal)",09/2024,09/2024,03/2026,09/2026,342.69,342.69,143.93,29.75
65,221,Ministry of Power,Transmission & Distribution,Inter-regional [NR-WR] Transmission System strengthening to relieve the loading of 765 kV Vindhyachal-Varanasi D/c line,Power Grid Corporation of India Limited [POWERGRID],617807,-,-,"Multi-States
(Bihar, Uttar
Pradesh)",10/2025,10/2025,10/2027,-,2368.0,2368.0,157.94,6.38
65,222,Ministry of Power,Transmission & Distribution,Eastern Region Expansion Scheme-44 [ERES-44],Power Grid Corporation of India Limited [POWERGRID],617270,-,-,"Multi-States
(Bihar, West
Bengal)",11/2024,11/2024,05/2026,09/2027,408.94,408.94,6.13,1.5
