report_month,state,ministry,sector,project_count,original_cost,revised_cost,expenditure
August_2025,C/o NITB Imphal Airport,Sivok-Rangpo New Rail Line (Indian Railway Construction International Limited [IRCON]) (705432) Sikkim 10/2009 (05/2010) 05/2015,(12/2027),7877,12133.0,9039.91,84.0
July_2025,Offshore,Ministry of Petroleum & Natural Gas,Oil & Gas,6,19714.58,22972.8,9861.58
July_2025,Offshore,Ministry of Railways,Railways,2,1311.83,1311.83,591.32
July_2025,PAN India,Department of Telecommunications,Telecommunication,7,142131.27,264452.0,68888.24
July_2025,Andaman & Nicobar,Ministry of Housing & Urban Affairs,Real Estate,1,209.88,209.88,0.0
July_2025,Andhra Pradesh,Department for Promotion of Industry & Internal Trade,Real Estate,1,2139.44,2139.44,327.99
July_2025,Andhra Pradesh,Department of Higher Education,Education,1,305.0,305.0,83.33
July_2025,Andhra Pradesh,Department of Telecommunications,Telecommunication,2,5262.57,5262.57,1697.56
July_2025,Andhra Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,10901.5,57269.5,25827.76
July_2025,Andhra Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,4,1440.03,1440.03,696.24
July_2025,Andhra Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,2,2898.34,3050.0,2223.91
July_2025,Andhra Pradesh,2223.91,Oil & Gas,6,39929.0,40265.0,37302.2
July_2025,Andhra Pradesh,Ministry of Power,Transmission & Distribution,5,13395.24,13395.2,4132.14
July_2025,Andhra Pradesh,Ministry of Railways,Railways,26,50889.37,58114.5,28960.14
July_2025,Arunachal Pradesh,Department of Higher Education,Education,1,592.61,592.61,549.96
July_2025,Arunachal Pradesh,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,284.04
July_2025,Arunachal Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,43129.0,72937.0,59524.37
July_2025,Arunachal Pradesh,59524.37,Oil & Gas,1,9265.0,9265.0,6375.02
July_2025,Arunachal Pradesh,Ministry of Power,Electricity Generation,4,41850.64,61640.8,28273.61
July_2025,Arunachal Pradesh,28273.61,Transmission & Distribution,1,4754.42,4754.42,7321.07
July_2025,Arunachal Pradesh,Ministry of Railways,Railways,1,435.0,1250.0,901.0
July_2025,Assam,Department of Higher Education,Education,1,153.71,153.71,288.87
July_2025,Assam,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,284.04
July_2025,Assam,"Department of Water Resources, River Development & GR",Water Resources,1,256.16,256.16,0.0
July_2025,Assam,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1712.0,1712.0,0.0
July_2025,Assam,Ministry of Coal,Coal,2,449.23,449.23,186.31
July_2025,Assam,Ministry of Petroleum & Natural Gas,Energy Storage,3,10768.4,11947.4,9862.17
July_2025,Assam,9862.17,Oil & Gas,13,28019.15,40824.0,30217.38
July_2025,Assam,Ministry of Power,Electricity Generation,1,6285.33,26075.5,24685.13
July_2025,Assam,24685.13,Transmission & Distribution,1,5111.33,6700.0,5253.47
July_2025,Assam,Ministry of Railways,Railways,6,15645.83,17360.8,10192.51
July_2025,Bihar,Department of Higher Education,Education,1,499.21,499.21,425.47
July_2025,Bihar,Department of Telecommunications,Telecommunication,3,2336.11,2107.64,948.33
July_2025,Bihar,"Department of Water Resources, River Development & GR",Waste & Water,5,2351.43,2351.43,1285.75
July_2025,Bihar,1285.75,Water Resources,3,2884.49,4060.84,1590.27
July_2025,Bihar,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,4,3756.73,3756.73,1284.41
July_2025,Bihar,Ministry of Housing & Urban Affairs,Real Estate,1,454.65,454.65,204.64
July_2025,Bihar,204.64,Urban Public Transport,1,13365.77,13365.8,4039.77
July_2025,Bihar,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,9701.95
July_2025,Bihar,9701.95,Oil & Gas,7,24636.5,26501.2,13077.01
July_2025,Bihar,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3432.34
July_2025,Bihar,Ministry of Power,Electricity Generation,1,10439.09,13756.6,11970.96
July_2025,Bihar,Ministry of Power,Transmission & Distribution,2,751.63,751.63,0.4
July_2025,Bihar,Ministry of Railways,Railways,21,51225.79,57662.8,27425.45
July_2025,Chandigarh,Ministry of Housing & Urban Affairs,Real Estate,1,285.85,285.85,127.58
July_2025,Chhattisgarh,Department of Telecommunications,Telecommunication,2,5262.57,5262.57,1697.56
July_2025,Chhattisgarh,"Department of Water Resources, River Development & GR",Water Resources,2,842.26,1109.33,616.93
July_2025,Chhattisgarh,Ministry of Coal,Coal,15,38654.89,38654.9,15299.54
July_2025,Chhattisgarh,15299.54,Railways,1,1686.22,1686.22,342.96
July_2025,Chhattisgarh,Ministry of Housing & Urban Affairs,Real Estate,1,3797.69,3797.69,2694.0
July_2025,Chhattisgarh,Ministry of Petroleum & Natural Gas,Oil & Gas,2,10056.25,10467.0,6507.12
July_2025,Chhattisgarh,Ministry of Power,Electricity Generation,2,25321.0,25321.0,2288.0
July_2025,Chhattisgarh,2288.00,Transmission & Distribution,1,385.84,385.84,378.16
July_2025,Chhattisgarh,Ministry of Railways,Railways,19,32171.36,34232.1,17908.81
July_2025,Chhattisgarh,Ministry of Steel,Metals & Mining,1,1700.0,1756.2,65.44
July_2025,Chhattisgarh,65.44,Steel,6,7530.14,10050.1,5162.03
July_2025,Dadra & Nagar Haveli and Daman & Diu,Ministry of Housing & Urban Affairs,Waste & Water,1,210.0,210.0,0.0
July_2025,Dadra & Nagar Haveli and Daman & Diu,Ministry of Power,Transmission & Distribution,1,4546.26,4546.26,4148.46
July_2025,Dadra & Nagar Haveli and Daman & Diu,Ministry of Railways,Railways,1,108000.0,108000.0,78690.89
July_2025,Delhi,Department for Promotion of Industry & Internal Trade,"Tourism, Hospitality & Wellness",1,5178.0,5401.0,4470.0
July_2025,Delhi,Department of Higher Education,Education,2,706.49,706.49,290.98
July_2025,Delhi,Department of Telecommunications,Telecommunication,1,248.2,248.2,236.91
July_2025,Delhi,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,215.17,215.17,104.92
July_2025,Delhi,Ministry of Housing & Urban Affairs,Construction,1,646.53,646.52,518.46
July_2025,Delhi,518.46,Real Estate,1,32850.0,32850.0,0.0
July_2025,Delhi,0.00,Urban Public Transport,4,69853.45,69853.4,41241.03
July_2025,Delhi,Ministry of Power,Transmission & Distribution,4,4356.47,4908.47,3860.71
July_2025,Delhi,Ministry of Railways,Railways,13,27509.96,27510.0,5067.53
July_2025,Goa,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,756.17,756.17,436.21
July_2025,Goa,Ministry of Railways,Railways,2,5804.49,6182.62,5976.87
July_2025,Gujarat,Department of Higher Education,Education,1,490.63,490.63,301.44
July_2025,Gujarat,Department of Telecommunications,Telecommunication,1,336.89,301.13,225.71
July_2025,Gujarat,"Department of Water Resources, River Development & GR",Water Resources,2,25739.93,40082.8,36722.58
July_2025,Gujarat,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1520.17,1766.17,771.34
July_2025,Gujarat,Ministry of Coal,Coal,1,7580.0,7580.0,3091.0
July_2025,Gujarat,3091.00,Electricity Generation,1,383.84,383.84,303.5
July_2025,Gujarat,Ministry of Housing & Urban Affairs,Real Estate,2,6016.4,6016.4,3075.44
July_2025,Gujarat,3075.44,Urban Public Transport,3,28177.49,30329.0,23395.89
July_2025,Gujarat,23395.89,Waste & Water,1,200.0,200.0,100.0
July_2025,Gujarat,Ministry of Petroleum & Natural Gas,Energy Storage,3,62245.0,92053.0,74193.58
July_2025,Gujarat,74193.58,Oil & Gas,11,32704.12,32178.7,22543.16
July_2025,Gujarat,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,4243.64,4243.64,346.2
July_2025,Gujarat,"Ministry of Ports, Shipping and Waterways","Tourism, Hospitality & Wellness",1,573.0,1238.05,487.35
July_2025,Gujarat,Ministry of Power,Electricity Generation,1,339.35,339.35,317.59
July_2025,Gujarat,317.59,Transmission & Distribution,13,45319.41,45318.9,12189.63
July_2025,Gujarat,Ministry of Railways,Railways,31,189276.71,263686.0,214924.05
July_2025,Haryana,Ministry of Health & Family Welfare,Healthcare,1,1299.0,1299.0,349.41
July_2025,Haryana,Ministry of Housing & Urban Affairs,Urban Public Transport,1,6230.99,6230.99,0.14
July_2025,Haryana,Ministry of Petroleum & Natural Gas,Energy Storage,1,9028.0,9028.0,7071.08
July_2025,Haryana,7071.08,Oil & Gas,5,45925.07,49596.1,33255.25
July_2025,Haryana,Ministry of Power,Transmission & Distribution,4,13362.0,13914.0,2575.26
July_2025,Haryana,Ministry of Railways,Railways,4,53464.0,126368.0,125556.07
July_2025,Himachal Pradesh,Department of Higher Education,Education,3,811.15,921.89,576.2
July_2025,Himachal Pradesh,Department of Telecommunications,Telecommunication,1,336.89,301.13,225.71
July_2025,Himachal Pradesh,Ministry of Power,Electricity Generation,4,7728.04,12252.1,4103.9
July_2025,Himachal Pradesh,Ministry of Railways,Railways,3,17005.0,17005.0,8745.88
July_2025,Jammu and Kashmir,Department of Higher Education,Education,1,424.93,500.91,484.52
July_2025,Jammu and Kashmir,Department of Telecommunications,Telecommunication,1,336.89,301.13,225.71
July_2025,Jammu and Kashmir,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,861.37,861.37,154.3
July_2025,Jammu and Kashmir,Ministry of Health & Family Welfare,Healthcare,1,1828.0,1828.0,1504.91
July_2025,Jammu and Kashmir,Ministry of Petroleum & Natural Gas,Energy Storage,1,676.89,676.89,518.22
July_2025,Jammu and Kashmir,518.22,Oil & Gas,2,1059.9,1059.9,194.19
July_2025,Jammu and Kashmir,Ministry of Power,Electricity Generation,4,22207.77,22207.8,12060.37
July_2025,Jammu and Kashmir,12060.37,Transmission & Distribution,3,825.43,825.43,488.41
July_2025,Jharkhand,Department of Telecommunications,Telecommunication,2,5262.57,5262.57,1697.56
July_2025,Jharkhand,"Department of Water Resources, River Development & GR",Water Resources,2,5430.04,12010.3,5692.84
July_2025,Jharkhand,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,215.17,215.17,104.92
July_2025,Jharkhand,Ministry of Coal,Coal,27,45414.48,45178.8,10320.88
July_2025,Jharkhand,10320.88,Railways,1,1799.64,1799.64,1293.71
July_2025,Jharkhand,Ministry of Housing & Urban Affairs,Real Estate,1,212.74,212.74,41.0
July_2025,Jharkhand,Ministry of Mines,Metals & Mining,2,3370.02,3370.02,13.33
July_2025,Jharkhand,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,9701.95
July_2025,Jharkhand,9701.95,Oil & Gas,3,2010.07,2010.07,596.23
July_2025,Jharkhand,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3432.34
July_2025,Jharkhand,Ministry of Power,Coal,2,2083.0,2365.0,901.38
July_2025,Jharkhand,901.38,Electricity Generation,2,31470.0,34660.0,18481.7
July_2025,Jharkhand,Ministry of Railways,Railways,12,43938.71,44332.7,14801.8
July_2025,Jharkhand,Ministry of Steel,Steel,6,2854.58,3572.87,1251.51
July_2025,Karnataka,Department for Promotion of Industry & Internal Trade,Real Estate,1,1701.81,1701.81,95.0
July_2025,Karnataka,Department of Higher Education,Education,1,420.41,420.41,360.72
July_2025,Karnataka,"Department of Water Resources, River Development & GR",Water Resources,1,770.16,1606.07,1511.22
July_2025,Karnataka,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,4,1358.57,1358.57,583.49
July_2025,Karnataka,Ministry of Housing & Urban Affairs,Urban Public Transport,2,41193.24,45483.2,37902.51
July_2025,Karnataka,Ministry of Petroleum & Natural Gas,Energy Storage,2,1532.0,2586.0,1387.55
July_2025,Karnataka,1387.55,Oil & Gas,5,9662.0,12693.6,8687.98
July_2025,Karnataka,Ministry of Power,Transmission & Distribution,6,15682.01,15682.0,2377.07
July_2025,Karnataka,Ministry of Railways,Railways,16,24870.49,30669.6,17352.85
July_2025,Karnataka,17352.85,Real Estate,1,493.0,493.0,252.45
July_2025,Karnataka,Ministry of Steel,Steel,1,1043.63,1043.63,214.48
July_2025,Kerala,Department of Higher Education,Education,1,1006.45,1217.4,615.95
July_2025,Kerala,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,699.74,699.74,179.59
July_2025,Kerala,Ministry of Housing & Urban Affairs,Urban Public Transport,1,1957.05,1957.05,306.45
July_2025,Kerala,Ministry of Petroleum & Natural Gas,Oil & Gas,3,7996.87,10990.9,4880.2
July_2025,Kerala,Ministry of Railways,Railways,3,2846.0,5199.0,3026.15
July_2025,Ladakh,Department of Telecommunications,Telecommunication,1,336.89,301.13,225.71
July_2025,Ladakh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,480.0,640.0,427.04
July_2025,Ladakh,Ministry of Power,Transmission & Distribution,1,288.71,288.71,202.1
July_2025,Madhya Pradesh,Department of Higher Education,Education,1,496.28,496.28,138.6
July_2025,Madhya Pradesh,Department of Telecommunications,Telecommunication,2,1999.22,1806.51,722.62
July_2025,Madhya Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,2628.27,2941.14,2757.75
July_2025,Madhya Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,215.17,215.17,104.92
July_2025,Madhya Pradesh,Ministry of Coal,Coal,14,8634.02,8634.02,3268.58
July_2025,Madhya Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,2,14442.2,14442.2,6956.02
July_2025,Madhya Pradesh,Ministry of Mines,Metals & Mining,1,1856.36,1856.36,924.98
July_2025,Madhya Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,10088.0,10088.0,7598.13
July_2025,Madhya Pradesh,7598.13,Oil & Gas,2,51211.25,51622.0,8284.2
July_2025,Madhya Pradesh,Ministry of Power,Electricity Generation,1,646.17,646.17,0.0
July_2025,Madhya Pradesh,0.00,Transmission & Distribution,6,17446.0,17446.0,2423.32
July_2025,Madhya Pradesh,Ministry of Railways,Railways,18,61558.55,69197.5,43133.73
July_2025,Maharashtra,Department of Higher Education,Education,2,250.33,446.26,154.59
July_2025,Maharashtra,Department of Telecommunications,Telecommunication,3,5723.99,5723.99,1863.58
July_2025,Maharashtra,"Department of Water Resources, River Development & GR",Water Resources,14,23764.91,37142.8,36591.47
July_2025,Maharashtra,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,306.21
July_2025,Maharashtra,Ministry of Coal,Coal,25,12455.88,12455.9,2983.36
July_2025,Maharashtra,Ministry of Housing & Urban Affairs,Urban Public Transport,6,34571.47,35377.5,28692.48
July_2025,Maharashtra,Ministry of Petroleum & Natural Gas,Energy Storage,1,281.35,389.67,227.54
July_2025,Maharashtra,227.54,Oil & Gas,13,34264.24,37660.4,20460.79
July_2025,Maharashtra,"Ministry of Ports, Shipping and Waterways",Healthcare,1,693.0,693.0,58.0
July_2025,Maharashtra,58.00,Shipping,2,1266.8,1266.8,253.46
July_2025,Maharashtra,Ministry of Power,Transmission & Distribution,3,29589.67,29589.7,5660.04
July_2025,Maharashtra,Ministry of Railways,Railways,36,271609.73,360035.0,260743.99
July_2025,Manipur,"Department of Water Resources, River Development & GR",Water Resources,1,1449.44,1822.24,1837.91
July_2025,Manipur,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,499.0,499.0,160.48
July_2025,Manipur,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6375.02
July_2025,Manipur,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5253.47
July_2025,Meghalaya,Department of Higher Education,Education,1,494.52,494.52,413.57
July_2025,Meghalaya,Department of Telecommunications,Telecommunication,1,971.96,971.96,208.25
July_2025,Meghalaya,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6375.02
July_2025,Meghalaya,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5253.47
July_2025,Mizoram,Department of Higher Education,Education,1,474.23,474.23,167.55
July_2025,Mizoram,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6375.02
July_2025,Mizoram,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5253.47
July_2025,Nagaland,Department of Higher Education,Education,1,275.63,275.63,257.82
July_2025,Nagaland,Ministry of Petroleum & Natural Gas,Oil & Gas,2,9492.62,9492.62,6384.03
July_2025,Nagaland,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5253.47
July_2025,Nagaland,Ministry of Railways,Railways,2,8786.7,8786.7,5216.03
July_2025,Odisha,Department of Higher Education,Education,1,1229.32,773.76,835.55
July_2025,Odisha,Department of Telecommunications,Telecommunication,2,5262.57,5262.57,1697.56
July_2025,Odisha,"Department of Water Resources, River Development & GR",Water Resources,2,1556.46,5291.33,5193.3
July_2025,Odisha,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,215.17,215.17,104.92
July_2025,Odisha,Ministry of Coal,Coal,13,39671.73,40539.7,13423.8
July_2025,Odisha,13423.80,Electricity Generation,1,27212.96,27213.0,1938.68
July_2025,Odisha,Ministry of Mines,Metals & Mining,5,7343.97,9724.14,4967.46
July_2025,Odisha,Ministry of Petroleum & Natural Gas,Energy Storage,2,12886.34,14217.0,11894.63
July_2025,Odisha,11894.63,Oil & Gas,5,25285.44,23768.5,15711.67
July_2025,Odisha,"Ministry of Ports, Shipping and Waterways",Shipping,1,3004.63,3004.63,1149.79
July_2025,Odisha,Ministry of Power,Electricity Generation,1,11843.75,12543.0,3975.0
July_2025,Odisha,3975.00,Transmission & Distribution,1,342.69,342.69,0.2
July_2025,Odisha,Ministry of Railways,Inland Waterways,3,4265.0,5184.0,2178.18
July_2025,Odisha,2178.18,Railways,25,38578.21,42391.3,26663.28
July_2025,Odisha,26663.28,Railways,1,267.61,267.61,0.0
July_2025,Odisha,Ministry of Steel,Steel,1,1105.23,1105.23,736.47
July_2025,Puducherry,Department of Higher Education,Education,1,618.34,544.34,509.24
July_2025,Puducherry,Ministry of Railways,Railways,1,713.0,981.0,598.38
July_2025,Punjab,Department of Higher Education,Education,2,559.3,559.3,290.39
July_2025,Punjab,"Department of Water Resources, River Development & GR",Water Resources,2,3727.07,5177.86,5035.32
July_2025,Punjab,Ministry of Petroleum & Natural Gas,Oil & Gas,6,13060.36,13090.4,8357.79
July_2025,Punjab,Ministry of Power,Transmission & Distribution,1,5969.0,5969.0,167.13
July_2025,Punjab,Ministry of Railways,Railways,3,15702.64,15702.6,8357.15
July_2025,Rajasthan,Department of Telecommunications,Telecommunication,2,758.54,530.07,352.16
July_2025,Rajasthan,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1367.0,1367.0,567.11
July_2025,Rajasthan,Ministry of Coal,Electricity Generation,1,1813.0,1813.0,769.57
July_2025,Rajasthan,Ministry of Petroleum & Natural Gas,Energy Storage,3,52618.05,82426.1,66707.02
